"step","time","part","epoch","loss","lr","auroc","auprc","accuracy","f_measure","f_beta_measure","g_beta_measure","challenge_metric"
20,"2023-08-14 01:27:40.056946","train",0,0.30298471450805664,8.003480193001814e-05,"","","","","","",""
40,"2023-08-14 01:28:07.526429","train",0,0.10268273949623108,8.013920519679262e-05,"","","","","","",""
60,"2023-08-14 01:28:35.110061","train",0,1.6991703510284424,8.03132022306665e-05,"","","","","","",""
80,"2023-08-14 01:29:02.908187","train",0,0.6317887306213379,8.05567804161556e-05,"","","","","","",""
100,"2023-08-14 01:29:30.395695","train",0,0.7148873209953308,8.086992209286204e-05,"","","","","","",""
120,"2023-08-14 01:29:57.275814","train",0,0.39239707589149475,8.125260455675511e-05,"","","","","","",""
140,"2023-08-14 01:30:23.925147","train",0,0.12722012400627136,8.17048000618173e-05,"","","","","","",""
160,"2023-08-14 01:30:51.255591","train",0,0.4054577350616455,8.222647582205615e-05,"","","","","","",""
180,"2023-08-14 01:31:17.963295","train",0,1.083250880241394,8.281759401388214e-05,"","","","","","",""
200,"2023-08-14 01:31:40.451358","train",0,0.8102518320083618,8.347811177884887e-05,"","","","","","",""
220,"2023-08-14 01:31:59.849817","train",0,0.44829922914505005,8.420798122676281e-05,"","","","","","",""
240,"2023-08-14 01:32:18.709966","train",0,0.22070731222629547,8.50071494391542e-05,"","","","","","",""
246,"2023-08-14 01:34:05.074984","train",0,"","","",0.4372653741412166,0.718144750254842,0.47081339712918663,0.3802163833075734,0.19173811379579112,0.336986301369863
