"step","time","part","epoch","loss","lr","auroc","auprc","accuracy","f_measure","f_beta_measure","g_beta_measure","challenge_metric"
20,"2023-08-14 01:37:15.293564","train",0,0.8584598302841187,8.003480193001814e-05,"","","","","","",""
40,"2023-08-14 01:37:42.919991","train",0,0.40092548727989197,8.013920519679262e-05,"","","","","","",""
60,"2023-08-14 01:38:10.227649","train",0,0.5619293451309204,8.03132022306665e-05,"","","","","","",""
80,"2023-08-14 01:38:39.274894","train",0,0.3715037703514099,8.05567804161556e-05,"","","","","","",""
100,"2023-08-14 01:39:07.167065","train",0,0.15660360455513,8.086992209286204e-05,"","","","","","",""
120,"2023-08-14 01:39:34.749183","train",0,0.18125750124454498,8.125260455675511e-05,"","","","","","",""
140,"2023-08-14 01:40:02.626501","train",0,0.5528289675712585,8.17048000618173e-05,"","","","","","",""
160,"2023-08-14 01:40:31.474672","train",0,0.6125960946083069,8.222647582205615e-05,"","","","","","",""
180,"2023-08-14 01:40:59.477795","train",0,0.3634427785873413,8.281759401388214e-05,"","","","","","",""
200,"2023-08-14 01:41:22.142424","train",0,0.30997610092163086,8.347811177884887e-05,"","","","","","",""
220,"2023-08-14 01:41:41.951257","train",0,0.28926029801368713,8.420798122676281e-05,"","","","","","",""
240,"2023-08-14 01:42:01.915167","train",0,0.2032378762960434,8.50071494391542e-05,"","","","","","",""
246,"2023-08-14 01:43:48.798893","train",0,"","","",0.7117975164938538,0.3720693170234455,0.5423476968796433,0.747644408029496,0.3720693170234455,1.0
