"step","time","part","epoch","loss","lr"
20,"2023-08-13 16:46:28.626437","train",0,"",8.013268969182179e-05
40,"2023-08-13 16:46:53.339138","train",0,"",8.053072208696584e-05
60,"2023-08-13 16:47:18.405394","train",0,"",8.119398715460764e-05
80,"2023-08-13 16:47:40.098692","train",0,"",8.212230154383527e-05
100,"2023-08-13 16:48:00.928463","train",0,"",8.331540863433648e-05
120,"2023-08-13 16:48:21.717246","train",0,"",8.477297860733546e-05
