"step","time","part","epoch","loss","lr","auroc","auprc","accuracy","f_measure","f_beta_measure","g_beta_measure","challenge_metric"
20,"2023-08-14 02:27:42.163208","train",0,0.6583410501480103,8.003480193001814e-05,"","","","","","",""
40,"2023-08-14 02:28:08.550393","train",0,0.3818098306655884,8.013920519679262e-05,"","","","","","",""
60,"2023-08-14 02:28:37.003380","train",0,0.2757508158683777,8.03132022306665e-05,"","","","","","",""
80,"2023-08-14 02:29:07.362378","train",0,0.5077588558197021,8.05567804161556e-05,"","","","","","",""
100,"2023-08-14 02:29:33.504301","train",0,0.05909892916679382,8.086992209286204e-05,"","","","","","",""
120,"2023-08-14 02:29:59.672954","train",0,1.3228986263275146,8.125260455675511e-05,"","","","","","",""
140,"2023-08-14 02:30:25.591593","train",0,0.23311516642570496,8.17048000618173e-05,"","","","","","",""
160,"2023-08-14 02:30:55.264667","train",0,0.3025815486907959,8.222647582205615e-05,"","","","","","",""
180,"2023-08-14 02:31:27.097991","train",0,0.20843839645385742,8.281759401388214e-05,"","","","","","",""
200,"2023-08-14 02:31:47.587092","train",0,0.06493021547794342,8.347811177884887e-05,"","","","","","",""
220,"2023-08-14 02:32:06.090537","train",0,0.36005544662475586,8.420798122676281e-05,"","","","","","",""
240,"2023-08-14 02:32:27.296397","train",0,0.12429581582546234,8.50071494391542e-05,"","","","","","",""
246,"2023-08-14 02:34:11.743229","train",0,"","","",0.23589768270355352,0.8277268093781855,0.7961399276236429,0.8575883575883576,0.6179775280898876,0.9041095890410958
